start,end,corpus,sent_id,left,node,right,node_sentences,term,selection,root,morph,use,target
68,73,ind_news_2024_1M,358527,Jika pelantikan caleg terpilih 2024 sebelum 27 November maka wajib,mundur,", namun jika pelantikan melampaui 27 November maka menyiapkan surat bersedia mundur.","Jika pelantikan caleg terpilih 2024 sebelum 27 November maka wajib <m>mundur</m>, namun jika pelantikan melampaui 27 November maka menyiapkan surat bersedia mundur.",mundur,,,,,
151,156,ind_news_2024_1M,358527,"Jika pelantikan caleg terpilih 2024 sebelum 27 November maka wajib mundur, namun jika pelantikan melampaui 27 November maka menyiapkan surat bersedia",mundur,.,"Jika pelantikan caleg terpilih 2024 sebelum 27 November maka wajib mundur, namun jika pelantikan melampaui 27 November maka menyiapkan surat bersedia <m>mundur</m>.",mundur,,,,,
14,19,ind_news_2024_1M,359059,Jika sedikit,mundur,"ke belakang, maka nama Nathan Tjoe-A-On juga bisa masuk sebagai salah satu pemain yang disindir Miliano Jonathans.","Jika sedikit <m>mundur</m> ke belakang, maka nama Nathan Tjoe-A-On juga bisa masuk sebagai salah satu pemain yang disindir Miliano Jonathans.",mundur,,,,,
148,153,ind_news_2024_1M,360395,"Joe Biden akhirnya menyerah dan mengalihkan tongkat kandidat presiden Amerika Serikat ke wakilnya Kamala Harris, setelah seruan dan tekanan supaya",mundur,dari kompetisi terus menguat.,"Joe Biden akhirnya menyerah dan mengalihkan tongkat kandidat presiden Amerika Serikat ke wakilnya Kamala Harris, setelah seruan dan tekanan supaya <m>mundur</m> dari kompetisi terus menguat.",mundur,,,,,
47,52,ind_news_2024_1M,360408,Joe Biden pada Minggu (21/7/2024) mengumumkan,mundur,sebagai calon presiden dari Partai Demokrat untuk Pemilihan Presiden Amerika Serikat 2024.,Joe Biden pada Minggu (21/7/2024) mengumumkan <m>mundur</m> sebagai calon presiden dari Partai Demokrat untuk Pemilihan Presiden Amerika Serikat 2024.,mundur,,,,,
7,12,ind_news_2024_1M,360630,"""Jojo",mundur,"dari Japan Open karena ingin mendampingi istrinya yang akan melahirkan,"" ujar Irwansyah dalam rilis tertulis.","""Jojo <m>mundur</m> dari Japan Open karena ingin mendampingi istrinya yang akan melahirkan,"" ujar Irwansyah dalam rilis tertulis.",mundur,,,,,
47,52,ind_news_2024_1M,360955,Jokowi juga menyerankan Tri Rismaharini untuk,mundur,dari jabatan Menteri Sosial.,Jokowi juga menyerankan Tri Rismaharini untuk <m>mundur</m> dari jabatan Menteri Sosial.,mundur,,,,,
159,164,ind_news_2024_1M,361284,"“Jokowi tidak bisa berdalih bahwa hak politiknya sama dengan publik, Presiden adalah pengecualian, karena memiliki pengaruh pada penyelenggara, ia seharusnya",mundur,"dari jabatan Presiden jika ingin Kampanyekan Gibran,” sambung Dedi.","“Jokowi tidak bisa berdalih bahwa hak politiknya sama dengan publik, Presiden adalah pengecualian, karena memiliki pengaruh pada penyelenggara, ia seharusnya <m>mundur</m> dari jabatan Presiden jika ingin Kampanyekan Gibran,” sambung Dedi.",mundur,,,,,
44,49,ind_news_2024_1M,363244,"Jumat (26/1/2024), Klopp mengumumkan bakal",mundur,dari Liverpool.,"Jumat (26/1/2024), Klopp mengumumkan bakal <m>mundur</m> dari Liverpool.",mundur,,,,,
49,54,ind_news_2024_1M,364267,Jumlah perwira senior Tentara Israel (IDF) yang,mundur,rata-rata berpangkat Mayor.,Jumlah perwira senior Tentara Israel (IDF) yang <m>mundur</m> rata-rata berpangkat Mayor.,mundur,,,,,
24,29,ind_news_2024_1M,366223,Kabar banyaknya pemain,mundur,dari Sriwijaya FC ini penyebabnya karena gaji belum dibayar.,Kabar banyaknya pemain <m>mundur</m> dari Sriwijaya FC ini penyebabnya karena gaji belum dibayar.,mundur,,,,,
62,67,ind_news_2024_1M,366512,Kabar mengejutkan datang dari Viktor Axelsen yang memutuskan,mundur,dari ajang BWF World Tour Finals 2024 (BWF WTF 2024).,Kabar mengejutkan datang dari Viktor Axelsen yang memutuskan <m>mundur</m> dari ajang BWF World Tour Finals 2024 (BWF WTF 2024).,mundur,,,,,
52,57,ind_news_2024_1M,367220,Kabinet Perang Israel Akhirnya Bubar setelah Gantz,Mundur,&…,Kabinet Perang Israel Akhirnya Bubar setelah Gantz <m>Mundur</m> &…,mundur,,,,,
17,22,ind_news_2024_1M,367716,Kada yang harus,mundur,"jika ingin maju sebagai calon kepala daerah, pada Pilkada Serentak 27 November 2024 mendatang.","Kada yang harus <m>mundur</m> jika ingin maju sebagai calon kepala daerah, pada Pilkada Serentak 27 November 2024 mendatang.",mundur,,,,,
111,116,ind_news_2024_1M,369277,Kala itu Susilo Bambang Yudhoyono (SBY) yang sempat jadi menteri di era pemerintahan Soekarnoputri memutuskan,mundur,dan maju sebagai capres.,Kala itu Susilo Bambang Yudhoyono (SBY) yang sempat jadi menteri di era pemerintahan Soekarnoputri memutuskan <m>mundur</m> dan maju sebagai capres.,mundur,,,,,
218,223,ind_news_2024_1M,369539,"“Kalau ada orang yang merasa mampu, mereka selama ini punya ketokohan yang baik, tapi begitu dihadapkan dengan realitas politik pemilu ini mahal, harus menyiapkan sekian besar logistik, ya mereka jadinya enggak siap,",mundur,"akhirnya,” tuturnya.","“Kalau ada orang yang merasa mampu, mereka selama ini punya ketokohan yang baik, tapi begitu dihadapkan dengan realitas politik pemilu ini mahal, harus menyiapkan sekian besar logistik, ya mereka jadinya enggak siap, <m>mundur</m> akhirnya,” tuturnya.",mundur,,,,,
31,36,ind_news_2024_1M,370252,Kalau dalilnya dosa biar kita,mundur,","" ujarnya.","Kalau dalilnya dosa biar kita <m>mundur</m>,"" ujarnya.",mundur,,,,,
56,61,ind_news_2024_1M,371271,"“Kalau ini tidak efektif, lebih baik Mas Wali (Gibran)",mundur,".""","“Kalau ini tidak efektif, lebih baik Mas Wali (Gibran) <m>mundur</m>.""",mundur,,,,,
54,59,ind_news_2024_1M,371350,"Kalau itu menteri, harus lapor ke presiden dan wajib",mundur,", lalu dipublikasikan.","Kalau itu menteri, harus lapor ke presiden dan wajib <m>mundur</m>, lalu dipublikasikan.",mundur,,,,,
62,67,ind_news_2024_1M,371573,"Kalau kata Gus Dur, maju aja susah harus dituntun, bagaimana",mundur,",” ungkapnya.","Kalau kata Gus Dur, maju aja susah harus dituntun, bagaimana <m>mundur</m>,” ungkapnya.",mundur,,,,,
95,100,ind_news_2024_1M,371822,"“Kalau kita lihat di 2024 yang rasa-rasanya agak berat bisa dicapai, maka saya khawatir makin",mundur,", ini menyulitkan.","“Kalau kita lihat di 2024 yang rasa-rasanya agak berat bisa dicapai, maka saya khawatir makin <m>mundur</m>, ini menyulitkan.",mundur,,,,,
26,31,ind_news_2024_1M,371853,"""Kalau kita lihat, tarik",mundur,"ya, yang aku lihat ini kejadian yang memang sudah direncanakan untuk menculik almarhumah.","""Kalau kita lihat, tarik <m>mundur</m> ya, yang aku lihat ini kejadian yang memang sudah direncanakan untuk menculik almarhumah.",mundur,,,,,
47,52,ind_news_2024_1M,371954,"""Kalau kita sudah tersakiti dan tidak nyaman,",mundur,", tidak ada alasan demi anak saya pertahankan.","""Kalau kita sudah tersakiti dan tidak nyaman, <m>mundur</m>, tidak ada alasan demi anak saya pertahankan.",mundur,,,,,
52,57,ind_news_2024_1M,372482,Kalau memang yang bersangkutan mau maju Pilkada ya,mundur,"saja dari sekarang atau tidak Mendagri cari orang baru untuk jadi Penjabat Bupati,"" ungkap Detinus kepada wartawan, Jumat (21/6/2024).","Kalau memang yang bersangkutan mau maju Pilkada ya <m>mundur</m> saja dari sekarang atau tidak Mendagri cari orang baru untuk jadi Penjabat Bupati,"" ungkap Detinus kepada wartawan, Jumat (21/6/2024).",mundur,,,,,
7,12,ind_news_2024_1M,372731,Kalau,mundur,saja semua orang bisa.,Kalau <m>mundur</m> saja semua orang bisa.,mundur,,,,,
22,27,ind_news_2024_1M,373081,Kalau perlu nya juga,mundur,"sebagai bentuk tanggung jawab terhadap jabatan yang diemban,"" pungkasnya.","Kalau perlu nya juga <m>mundur</m> sebagai bentuk tanggung jawab terhadap jabatan yang diemban,"" pungkasnya.",mundur,,,,,
19,24,ind_news_2024_1M,373449,"""Kalau sampai dia",mundur,", berarti ada 'sesuatu' seperti yang saya katakan tadi,"" ucapnya.","""Kalau sampai dia <m>mundur</m>, berarti ada 'sesuatu' seperti yang saya katakan tadi,"" ucapnya.",mundur,,,,,
103,108,ind_news_2024_1M,373488,"""Kalau saya baca di Undang-undang dan juga dalam pertimbangan Putusan Mahkamah Konstitusi, yang wajib",mundur,"itu adalah anggota DPR, anggota DPD, anggota DPRD, baik provinsi maupun kabupaten,"" kata Hasyim di Kantor KPU, Jakarta, Senin (13/5).","""Kalau saya baca di Undang-undang dan juga dalam pertimbangan Putusan Mahkamah Konstitusi, yang wajib <m>mundur</m> itu adalah anggota DPR, anggota DPD, anggota DPRD, baik provinsi maupun kabupaten,"" kata Hasyim di Kantor KPU, Jakarta, Senin (13/5).",mundur,,,,,
19,24,ind_news_2024_1M,374368,Kalau tidak mesti,mundur,", tentunya ada peluang maju.","Kalau tidak mesti <m>mundur</m>, tentunya ada peluang maju.",mundur,,,,,
74,79,ind_news_2024_1M,375025,"Kalian kalau mau jadi pemimpin, kalau masih dari partai saya, saya minta",mundur,", saya pecat, saya ganti,"" tegasnya lantang.","Kalian kalau mau jadi pemimpin, kalau masih dari partai saya, saya minta <m>mundur</m>, saya pecat, saya ganti,"" tegasnya lantang.",mundur,,,,,
178,183,ind_news_2024_1M,375143,"""Kali ini banyak kemudahan dimana tidak ada lagi pencatatan yang harus KPPS mengisi banyak salinan tapi lebih dipermudah, jadu kami harapkan mereka yang sudah dipilih ini tidak",mundur,"lagi,"" tutupnya.","""Kali ini banyak kemudahan dimana tidak ada lagi pencatatan yang harus KPPS mengisi banyak salinan tapi lebih dipermudah, jadu kami harapkan mereka yang sudah dipilih ini tidak <m>mundur</m> lagi,"" tutupnya.",mundur,,,,,
121,126,ind_news_2024_1M,375220,"Kali ini dengan wajah memelas hingga menangis, Sunhaji meminta agar Presiden Prabowo menolak keinginan Gus Miftah untuk",mundur,dari jabatannya.,"Kali ini dengan wajah memelas hingga menangis, Sunhaji meminta agar Presiden Prabowo menolak keinginan Gus Miftah untuk <m>mundur</m> dari jabatannya.",mundur,,,,,
118,123,ind_news_2024_1M,376002,"Kamala Harris (60), petahana wakil presiden AS, memenangkan nominasi dari Partai Demokrat setelah Presiden Joe Biden",mundur,dari pencalonan.,"Kamala Harris (60), petahana wakil presiden AS, memenangkan nominasi dari Partai Demokrat setelah Presiden Joe Biden <m>mundur</m> dari pencalonan.",mundur,,,,,
72,77,ind_news_2024_1M,381665,"“Kami ingin negara ini terus membangun kematangan politik, bukan malah",mundur,"mendekati masa pra reformasi,” kata dia.","“Kami ingin negara ini terus membangun kematangan politik, bukan malah <m>mundur</m> mendekati masa pra reformasi,” kata dia.",mundur,,,,,
55,60,ind_news_2024_1M,385055,“Kami menemukan bercak darah di tanah setelah tentara,mundur,",” kata Turkman.","“Kami menemukan bercak darah di tanah setelah tentara <m>mundur</m>,” kata Turkman.",mundur,,,,,
18,23,ind_news_2024_1M,390727,"""Kami tidak akan",mundur,.,"""Kami tidak akan <m>mundur</m>.",mundur,,,,,
34,39,ind_news_2024_1M,392410,"Kan belum dilantik dan menjabat,",mundur,"dari jabatan apa?"" ujar Hasyim dilansir dari Tribunnews, Sabtu (11/5/2024).","Kan belum dilantik dan menjabat, <m>mundur</m> dari jabatan apa?"" ujar Hasyim dilansir dari Tribunnews, Sabtu (11/5/2024).",mundur,,,,,
53,58,ind_news_2024_1M,392465,Kandidat calon presiden Partai Republik Nikki Haley,mundur,dalam persaingan.,Kandidat calon presiden Partai Republik Nikki Haley <m>mundur</m> dalam persaingan.,mundur,,,,,
42,47,ind_news_2024_1M,398570,Karena ia melihat keputusan Mahfud untuk,mundur,ini juga merepresentasikan sikap PDIP yang saat ini kian lantang menyatakan perang terbuka pada Jokowi.,Karena ia melihat keputusan Mahfud untuk <m>mundur</m> ini juga merepresentasikan sikap PDIP yang saat ini kian lantang menyatakan perang terbuka pada Jokowi.,mundur,,,,,
49,54,ind_news_2024_1M,399769,"Karena itu, menurutnya, meski Bambang Susantono",mundur,"dari pucuk pimpinan OIKN, kemajuan IKN tidak akan berhenti.","Karena itu, menurutnya, meski Bambang Susantono <m>mundur</m> dari pucuk pimpinan OIKN, kemajuan IKN tidak akan berhenti.",mundur,,,,,
141,146,ind_news_2024_1M,400587,"""Karena kalau tidak konstitusional masalah ini, maka diselesaikan dengan parlemen jalanan, demokrasi di seluruh negeri itu menyebabkan kita",mundur,"lagi,"" ujarnya dalam diskusi di Kampus Universitas Indonesia, Depok, Jawa Barat, Kamis (7/3/2024).","""Karena kalau tidak konstitusional masalah ini, maka diselesaikan dengan parlemen jalanan, demokrasi di seluruh negeri itu menyebabkan kita <m>mundur</m> lagi,"" ujarnya dalam diskusi di Kampus Universitas Indonesia, Depok, Jawa Barat, Kamis (7/3/2024).",mundur,,,,,
98,103,ind_news_2024_1M,400885,"Karena kegagalan ini, beberapa pengamat sepakbola justru memojokkan Shin Tae Yong dan memintanya",mundur,dari kursi pelatih.,"Karena kegagalan ini, beberapa pengamat sepakbola justru memojokkan Shin Tae Yong dan memintanya <m>mundur</m> dari kursi pelatih.",mundur,,,,,
67,72,ind_news_2024_1M,402381,"Karenanya, mereka meminta Menteri Kominfo Budi Arie Setiadi harus",mundur,sebagai pertanggungjawaban dan meminta maaf secara terbuka terhadap situasi ini.,"Karenanya, mereka meminta Menteri Kominfo Budi Arie Setiadi harus <m>mundur</m> sebagai pertanggungjawaban dan meminta maaf secara terbuka terhadap situasi ini.",mundur,,,,,
64,69,ind_news_2024_1M,403829,"Karena situasi yang kian tak kondusif, polisi akhirnya memukul",mundur,para suporter tamu untuk keluar dari stadion.,"Karena situasi yang kian tak kondusif, polisi akhirnya memukul <m>mundur</m> para suporter tamu untuk keluar dari stadion.",mundur,,,,,
67,72,ind_news_2024_1M,404002,Karena tak kuat menanjak mobil yang dikendarai Suherman (50) lalu,mundur,dan terjungkal menimpa rumah warga.,Karena tak kuat menanjak mobil yang dikendarai Suherman (50) lalu <m>mundur</m> dan terjungkal menimpa rumah warga.,mundur,,,,,
44,49,ind_news_2024_1M,404167,Karena Thomas Tuchel sudah dipastikan akan,mundur,dari jabatannya di musim panas nanti.,Karena Thomas Tuchel sudah dipastikan akan <m>mundur</m> dari jabatannya di musim panas nanti.,mundur,,,,,
28,33,ind_news_2024_1M,404815,Karolina Shiino memutuskan,mundur,setelah dinobatkan sebagai Miss Jepang 2024.,Karolina Shiino memutuskan <m>mundur</m> setelah dinobatkan sebagai Miss Jepang 2024.,mundur,,,,,
55,60,ind_news_2024_1M,407452,Kata Bos PSIS Semarang setelah Carlos Fortes Putuskan,Mundur,…,Kata Bos PSIS Semarang setelah Carlos Fortes Putuskan <m>Mundur</m>…,mundur,,,,,
38,43,ind_news_2024_1M,407497,"Kata dia, Caleg Partai Buruh dipaksa",mundur,dan dilarang kampanye.,"Kata dia, Caleg Partai Buruh dipaksa <m>mundur</m> dan dilarang kampanye.",mundur,,,,,
78,83,ind_news_2024_1M,411969,"""Kecelakaan terjadi sekitar pukul 22.00 wib, dimana truk kontainer mengalami",mundur,"di tanjakan Sibayak Kecamatan Air Batu, Kabupaten Asahan,"" kata AKP Dwi Himawan Chandra, Rabu (11/9/2024).","""Kecelakaan terjadi sekitar pukul 22.00 wib, dimana truk kontainer mengalami <m>mundur</m> di tanjakan Sibayak Kecamatan Air Batu, Kabupaten Asahan,"" kata AKP Dwi Himawan Chandra, Rabu (11/9/2024).",mundur,,,,,
24,29,ind_news_2024_1M,414992,Keduanya lebih memilih,mundur,dari jabatan masing-masing meski sebenarnya ada aturan yang melonggarkan seorang menteri untuk tak mengundurkan diri dari jabatannya apabila ikut Pilkada 2024.,Keduanya lebih memilih <m>mundur</m> dari jabatan masing-masing meski sebenarnya ada aturan yang melonggarkan seorang menteri untuk tak mengundurkan diri dari jabatannya apabila ikut Pilkada 2024.,mundur,,,,,
27,32,ind_news_2024_1M,415511,Keduanya telah menyatakan,mundur,"dari keanggotaan DPRD, sebagaimana diharuskan dalam pencalonan kepala daerah.","Keduanya telah menyatakan <m>mundur</m> dari keanggotaan DPRD, sebagaimana diharuskan dalam pencalonan kepala daerah.",mundur,,,,,
70,75,ind_news_2024_1M,417573,Kegagalan Spanyol di Piala Dunia 2022 membuat Enrique pun memutuskan,mundur,dan kini ia tengah menikmati sebagai juru taktik Paris Saint-Germain (PSG).,Kegagalan Spanyol di Piala Dunia 2022 membuat Enrique pun memutuskan <m>mundur</m> dan kini ia tengah menikmati sebagai juru taktik Paris Saint-Germain (PSG).,mundur,,,,,
152,157,ind_news_2024_1M,420592,"Kegigihan itu pula selalu dijadikan dara yang memfavoritkan Ernando itu sebagai prinsip hidup agar tidak menyerah dengan ujian atau tantangan, 'karena",mundur,adalah sebuah penghianatan'.,"Kegigihan itu pula selalu dijadikan dara yang memfavoritkan Ernando itu sebagai prinsip hidup agar tidak menyerah dengan ujian atau tantangan, 'karena <m>mundur</m> adalah sebuah penghianatan'.",mundur,,,,,
54,59,ind_news_2024_1M,420629,Kehadiran Ahok untuk pertama kali pasca keputusannya,mundur,sebagai Komisaris Utama Pertamina ini menjadi sorotan dan disambut riuh pendukung Ganjar-Mahfud.,Kehadiran Ahok untuk pertama kali pasca keputusannya <m>mundur</m> sebagai Komisaris Utama Pertamina ini menjadi sorotan dan disambut riuh pendukung Ganjar-Mahfud.,mundur,,,,,
72,77,ind_news_2024_1M,423519,"""Kekuatan besar, ya kekuatan istri saya sama anak-anak yang suruh saya",mundur,.,"""Kekuatan besar, ya kekuatan istri saya sama anak-anak yang suruh saya <m>mundur</m>.",mundur,,,,,
96,101,ind_news_2024_1M,423783,Kelas berat diperintahkan untuk memperjuangkan gelar Inggris pada April 2023 tetapi tim Clarke,mundur,pada hari penawaran dompet yang dijadwalkan.,Kelas berat diperintahkan untuk memperjuangkan gelar Inggris pada April 2023 tetapi tim Clarke <m>mundur</m> pada hari penawaran dompet yang dijadwalkan.,mundur,,,,,
98,103,ind_news_2024_1M,424515,"Kelompok Negara Islam mengatakan pejuangnya menyerang ""kerumunan besar"" di pinggiran Moscow dan """,mundur,"ke markas mereka dengan aman"".","Kelompok Negara Islam mengatakan pejuangnya menyerang ""kerumunan besar"" di pinggiran Moscow dan ""<m>mundur</m> ke markas mereka dengan aman"".",mundur,,,,,
38,43,ind_news_2024_1M,424598,Kelompok Selatan yang kalah langsung,mundur,namun para terdakwa melihat korban yang merupakan bagian dari kelompok Selatan langsung mengarahkan sajam ke arah korban berkali-kali dan membuatnya jatuh dan bersimbah darah.,Kelompok Selatan yang kalah langsung <m>mundur</m> namun para terdakwa melihat korban yang merupakan bagian dari kelompok Selatan langsung mengarahkan sajam ke arah korban berkali-kali dan membuatnya jatuh dan bersimbah darah.,mundur,,,,,
97,102,ind_news_2024_1M,427029,Kemenangan terbaru orang kaya AS ini kemungkinan akan meningkatkan tekanan terhadap Haley untuk,mundur,dari pencalonan.,Kemenangan terbaru orang kaya AS ini kemungkinan akan meningkatkan tekanan terhadap Haley untuk <m>mundur</m> dari pencalonan.,mundur,,,,,
121,126,ind_news_2024_1M,427102,"Kemenangan yang didapat Fajar/Rian tak lagi dihitung setelah lawan mereka, yakni Mark Lamsfuss/Marvin Seidel memutuskan",mundur,.,"Kemenangan yang didapat Fajar/Rian tak lagi dihitung setelah lawan mereka, yakni Mark Lamsfuss/Marvin Seidel memutuskan <m>mundur</m>.",mundur,,,,,
110,115,ind_news_2024_1M,429514,Kemudian Basuki Tjahaja Purnama alias Ahok naik pangkat sebagai Gubernur DKI usai dua tahun berselang Jokowi,mundur,karena dimandatkan maju Pilpres 2014.,Kemudian Basuki Tjahaja Purnama alias Ahok naik pangkat sebagai Gubernur DKI usai dua tahun berselang Jokowi <m>mundur</m> karena dimandatkan maju Pilpres 2014.,mundur,,,,,
71,76,ind_news_2024_1M,430899,Kemudian hal ini membuat pelantikan kepala daerah hasil pilkada harus,mundur,.,Kemudian hal ini membuat pelantikan kepala daerah hasil pilkada harus <m>mundur</m>.,mundur,,,,,
71,76,ind_news_2024_1M,432356,Kemudian Lucius merinci dari sebanyak 27 anggota DPR terpilih memilih,mundur,karena ingin berpindah haluan menjadi kepala daerah.,Kemudian Lucius merinci dari sebanyak 27 anggota DPR terpilih memilih <m>mundur</m> karena ingin berpindah haluan menjadi kepala daerah.,mundur,,,,,
10,15,ind_news_2024_1M,432980,Kemudian,mundur,dari DPRD dan maju Pilkada Serentak 27 November 2024 ini.,Kemudian <m>mundur</m> dari DPRD dan maju Pilkada Serentak 27 November 2024 ini.,mundur,,,,,
74,79,ind_news_2024_1M,433216,"Kemudian pada hari Selasa, sesama pemain gelandang Teun Koopmeiners juga",mundur,setelah mengalami cedera pada pangkal paha dalam pemanasan untuk pertandingan persahabatan hari Senin melawan Islandia.,"Kemudian pada hari Selasa, sesama pemain gelandang Teun Koopmeiners juga <m>mundur</m> setelah mengalami cedera pada pangkal paha dalam pemanasan untuk pertandingan persahabatan hari Senin melawan Islandia.",mundur,,,,,
41,46,ind_news_2024_1M,434316,Kemudian Roy Nicholas Mandey mengajukan,mundur,dari kursi Komisaris Independen MPPA.,Kemudian Roy Nicholas Mandey mengajukan <m>mundur</m> dari kursi Komisaris Independen MPPA.,mundur,,,,,
89,94,ind_news_2024_1M,435986,"Kenaikan harga beras ini disebabkan oleh beberapa faktor, di antaranya musim panen yang",mundur,akibat anomali cuaca.,"Kenaikan harga beras ini disebabkan oleh beberapa faktor, di antaranya musim panen yang <m>mundur</m> akibat anomali cuaca.",mundur,,,,,
76,81,ind_news_2024_1M,436257,Kenaikan UKT yang terbilang drastis itu membuat sejumlah mahasiswa memilih,mundur,dan menangis karena tidak punya uang untuk membayar UKT.,Kenaikan UKT yang terbilang drastis itu membuat sejumlah mahasiswa memilih <m>mundur</m> dan menangis karena tidak punya uang untuk membayar UKT.,mundur,,,,,
30,35,ind_news_2024_1M,436494,Kenapa Israel Ngotot Tak Mau,Mundur,dari Koridor Philadelphia?,Kenapa Israel Ngotot Tak Mau <m>Mundur</m> dari Koridor Philadelphia?,mundur,,,,,
27,32,ind_news_2024_1M,436650,Kenapa Pesawat Tidak Bisa,Mundur,Sendiri?,Kenapa Pesawat Tidak Bisa <m>Mundur</m> Sendiri?,mundur,,,,,
51,56,ind_news_2024_1M,437252,"Kendati begitu, Mahfud pun berjanji, jika Prabowo",mundur,", dirinya akan melakukan hal serupa.","Kendati begitu, Mahfud pun berjanji, jika Prabowo <m>mundur</m>, dirinya akan melakukan hal serupa.",mundur,,,,,
37,42,ind_news_2024_1M,437559,"Kendati demikian, ia menyebut bakal",mundur,sebagai Sekretaris Kabinet jika memang dinilai diperlukan.,"Kendati demikian, ia menyebut bakal <m>mundur</m> sebagai Sekretaris Kabinet jika memang dinilai diperlukan.",mundur,,,,,
145,150,ind_news_2024_1M,437729,"Kendati demikian, Pengamat Politik sekaligus Direktur Eksekutif Indonesia Political Review (IPR) Ujang Komarudin menilai, dan Basuki tidak akan",mundur,dari Kabinet Jokowi.,"Kendati demikian, Pengamat Politik sekaligus Direktur Eksekutif Indonesia Political Review (IPR) Ujang Komarudin menilai, dan Basuki tidak akan <m>mundur</m> dari Kabinet Jokowi.",mundur,,,,,
100,105,ind_news_2024_1M,441152,"Kepala Otorita IKN atau Ibu Kota Nusantara Bambang Susantono dan Wakilnya, Dhony Rahajoe tiba-tiba",mundur,dari jabatan yang diemban selama ini.,"Kepala Otorita IKN atau Ibu Kota Nusantara Bambang Susantono dan Wakilnya, Dhony Rahajoe tiba-tiba <m>mundur</m> dari jabatan yang diemban selama ini.",mundur,,,,,
68,73,ind_news_2024_1M,441830,KEPALA Staf Kepresidenan ( mengatakan penerapan program berpotensi,mundur,dari 2027.,KEPALA Staf Kepresidenan ( mengatakan penerapan program berpotensi <m>mundur</m> dari 2027.,mundur,,,,,
51,56,ind_news_2024_1M,442874,"""Keputusan ini bukanlah sebuah akhir atau langkah",mundur,", melainkan langkah awal untuk terus berkontribusi kepada bangsa dan negara dengan cara yang lebih luas dan beragama,"" ujar dia.","""Keputusan ini bukanlah sebuah akhir atau langkah <m>mundur</m>, melainkan langkah awal untuk terus berkontribusi kepada bangsa dan negara dengan cara yang lebih luas dan beragama,"" ujar dia.",mundur,,,,,
39,44,ind_news_2024_1M,443116,Keputusan keduanya untuk tidak segera,mundur,"setelah dinyatakan menang dalam Pilpres menimbulkan beragam komentar pedas dari masyarakat, termasuk dari Hendri Satrio alias Hensat.","Keputusan keduanya untuk tidak segera <m>mundur</m> setelah dinyatakan menang dalam Pilpres menimbulkan beragam komentar pedas dari masyarakat, termasuk dari Hendri Satrio alias Hensat.",mundur,,,,,
21,26,ind_news_2024_1M,443134,Keputusan Mahfud MD,mundur,"dari jabatan Menko Polhukam, semestinya menjadi contoh bagi paslon lain yang saat ini masih mengemban jabatan.","Keputusan Mahfud MD <m>mundur</m> dari jabatan Menko Polhukam, semestinya menjadi contoh bagi paslon lain yang saat ini masih mengemban jabatan.",mundur,,,,,
11,16,ind_news_2024_1M,443183,Keputusan,mundur,dibuat dari Villarreal pada akhir Januari silam.,Keputusan <m>mundur</m> dibuat dari Villarreal pada akhir Januari silam.,mundur,,,,,
11,16,ind_news_2024_1M,443184,Keputusan,mundur,"itu disampaikan Yusril dalam Sidang Musyawarah Dewan Partai (MDP) yang diselenggarakan di DPP PBB Jalan Raya Pasar Minggu, Jakarta, Sabtu (18/5).","Keputusan <m>mundur</m> itu disampaikan Yusril dalam Sidang Musyawarah Dewan Partai (MDP) yang diselenggarakan di DPP PBB Jalan Raya Pasar Minggu, Jakarta, Sabtu (18/5).",mundur,,,,,
11,16,ind_news_2024_1M,443185,Keputusan,mundur,"sebagai Bakal Calon Gubernur Jawa Barat dari Partai Amanat Nasional (PAN) itu disampaikan Bima Arya di kediamannya di Kota Bogor, Jawa Barat, Rabu (7/8).","Keputusan <m>mundur</m> sebagai Bakal Calon Gubernur Jawa Barat dari Partai Amanat Nasional (PAN) itu disampaikan Bima Arya di kediamannya di Kota Bogor, Jawa Barat, Rabu (7/8).",mundur,,,,,
14,19,ind_news_2024_1M,443198,Keputusannya,mundur,dari kemudian menuai kontroversi.,Keputusannya <m>mundur</m> dari kemudian menuai kontroversi.,mundur,,,,,
32,37,ind_news_2024_1M,443293,Keputusan seorang wanita untuk,mundur,dari pekerjaannya sebagai ASN dan Kini jualan donat ramai jadi sorotan.,Keputusan seorang wanita untuk <m>mundur</m> dari pekerjaannya sebagai ASN dan Kini jualan donat ramai jadi sorotan.,mundur,,,,,
17,22,ind_news_2024_1M,443431,Keputusan untuk,mundur,"ini mulanya diambil secara sepihak oleh Mathias Christiansen, yang terbukti melakukan kesalahan sebanyak tiga kali saat mengisi daftar (form) whereabouts.","Keputusan untuk <m>mundur</m> ini mulanya diambil secara sepihak oleh Mathias Christiansen, yang terbukti melakukan kesalahan sebanyak tiga kali saat mengisi daftar (form) whereabouts.",mundur,,,,,
97,102,ind_news_2024_1M,443442,Keputusan Xavi awalnya disambut baik oleh mayoritas penggemar yang menginginkan sang entrenador,mundur,.,Keputusan Xavi awalnya disambut baik oleh mayoritas penggemar yang menginginkan sang entrenador <m>mundur</m>.,mundur,,,,,
133,138,ind_news_2024_1M,444649,Kesaksian mereka memberikan gambaran tentang para komandan yang tidak tanggap dan menolak permohonan putus asa pasukan mereka untuk,mundur,ketika mereka dikepung oleh pasukan Rusia.,Kesaksian mereka memberikan gambaran tentang para komandan yang tidak tanggap dan menolak permohonan putus asa pasukan mereka untuk <m>mundur</m> ketika mereka dikepung oleh pasukan Rusia.,mundur,,,,,
