start,end,corpus,sent_id,left,node,right,node_sentences,term,selection,root,morph,use,target
94,101,ind_news_2024_1M,288019,Ia menambahkan bahwa transisi kepemimpinan ini harus sukses untuk mendorong Indonesia menuju,kemajuan,yang lebih baik.,Ia menambahkan bahwa transisi kepemimpinan ini harus sukses untuk mendorong Indonesia menuju <m>kemajuan</m> yang lebih baik.,kemajuan,y,maju,ke-root-an,met,
61,68,ind_news_2024_1M,288217,"Ia menambahkan, para orang tua yang anaknya tidak mengalami",kemajuan,"pesat dengan obat penurun demam, mungkin ingin mencoba mandi air hangat.","Ia menambahkan, para orang tua yang anaknya tidak mengalami <m>kemajuan</m> pesat dengan obat penurun demam, mungkin ingin mencoba mandi air hangat.",kemajuan,y,maju,ke-root-an,met,
34,41,ind_news_2024_1M,289146,Ia menekankan bahwa meskipun ada,kemajuan,", angka ini masih perlu ditingkatkan.","Ia menekankan bahwa meskipun ada <m>kemajuan</m>, angka ini masih perlu ditingkatkan.",kemajuan,y,maju,ke-root-an,met,
76,83,ind_news_2024_1M,289158,Ia menekankan bahwa peran guru besar sangat strategis sebagai ujung tombak,kemajuan,universitas.,Ia menekankan bahwa peran guru besar sangat strategis sebagai ujung tombak <m>kemajuan</m> universitas.,kemajuan,y,maju,ke-root-an,met,
165,172,ind_news_2024_1M,289190,"Ia menekankan komunikasi yang baik dapat meningkatkan kepercayaan publik, mempercepat penyebaran informasi penting, serta membangun citra positif yang krusial bagi",kemajuan,Tangerang Selatan.,"Ia menekankan komunikasi yang baik dapat meningkatkan kepercayaan publik, mempercepat penyebaran informasi penting, serta membangun citra positif yang krusial bagi <m>kemajuan</m> Tangerang Selatan.",kemajuan,y,maju,ke-root-an,met,
151,158,ind_news_2024_1M,289279,"Ia menekankan selain bahasa Inggris, generasi muda perlu mempersiapkan bahasa asing lain seperti, Mandarin, Korea, dan Jepang, yang saat ini memiliki",kemajuan,pesat dalam bidang ekonomi dan teknologi.,"Ia menekankan selain bahasa Inggris, generasi muda perlu mempersiapkan bahasa asing lain seperti, Mandarin, Korea, dan Jepang, yang saat ini memiliki <m>kemajuan</m> pesat dalam bidang ekonomi dan teknologi.",kemajuan,y,maju,ke-root-an,met,
62,69,ind_news_2024_1M,289443,Ia mengajak publik untuk memetik hikmah yang dapat mendorong,kemajuan,.,Ia mengajak publik untuk memetik hikmah yang dapat mendorong <m>kemajuan</m>.,kemajuan,y,maju,ke-root-an,met,
78,85,ind_news_2024_1M,289458,Ia mengajak seluruh masyarakat untuk mendukung pembangunan yang akan membawa,kemajuan,bagi daerah tanpa memandang perbedaan politik.,Ia mengajak seluruh masyarakat untuk mendukung pembangunan yang akan membawa <m>kemajuan</m> bagi daerah tanpa memandang perbedaan politik.,kemajuan,y,maju,ke-root-an,met,
58,65,ind_news_2024_1M,289490,Ia mengaku akan mempersembahkan tenaga dan pikiran untuk,kemajuan,"PDIP, terutama untuk kemajuan masyarakat dan negara.","Ia mengaku akan mempersembahkan tenaga dan pikiran untuk <m>kemajuan</m> PDIP, terutama untuk kemajuan masyarakat dan negara.",kemajuan,y,maju,ke-root-an,met,
88,95,ind_news_2024_1M,289490,"Ia mengaku akan mempersembahkan tenaga dan pikiran untuk kemajuan PDIP, terutama untuk",kemajuan,masyarakat dan negara.,"Ia mengaku akan mempersembahkan tenaga dan pikiran untuk kemajuan PDIP, terutama untuk <m>kemajuan</m> masyarakat dan negara.",kemajuan,y,maju,ke-root-an,met,
170,177,ind_news_2024_1M,289972,"Ia mengaku terharu dengan perhatian yang diberikan oleh para tokoh atau senior diaspora yang meski tinggal jauh dari kampung halaman, tetap peduli dan berkomitmen untuk",kemajuan,Rote Ndao.,"Ia mengaku terharu dengan perhatian yang diberikan oleh para tokoh atau senior diaspora yang meski tinggal jauh dari kampung halaman, tetap peduli dan berkomitmen untuk <m>kemajuan</m> Rote Ndao.",kemajuan,y,maju,ke-root-an,met,
96,103,ind_news_2024_1M,290498,"Ia mengatakan, hari-hari ini kita dihadapkan pada suatu realitas yang terpampang terang, yakni",kemajuan,"teknologi yang melesat cepat, hingga dua dekade ke depan merupakan momen penting agar dapat menggapai dunia.","Ia mengatakan, hari-hari ini kita dihadapkan pada suatu realitas yang terpampang terang, yakni <m>kemajuan</m> teknologi yang melesat cepat, hingga dua dekade ke depan merupakan momen penting agar dapat menggapai dunia.",kemajuan,y,maju,ke-root-an,met,
66,73,ind_news_2024_1M,290627,"Ia mengatakan, kemacetan di gerbang tol merupakan tantangan bagi",kemajuan,"perekonomian di Tanah Air, sehingga melalui penerapan skema pembayaran tol non-tunai nirsentuh tersebut menjadi solusi guna memaksimalkan potensi ekonomi di Indonesia.","Ia mengatakan, kemacetan di gerbang tol merupakan tantangan bagi <m>kemajuan</m> perekonomian di Tanah Air, sehingga melalui penerapan skema pembayaran tol non-tunai nirsentuh tersebut menjadi solusi guna memaksimalkan potensi ekonomi di Indonesia.",kemajuan,y,maju,ke-root-an,met,
16,23,ind_news_2024_1M,290628,"Ia mengatakan,",kemajuan,teknologi industri meniscayakan tampilnya generasi muda sebagai pemimpin.,"Ia mengatakan, <m>kemajuan</m> teknologi industri meniscayakan tampilnya generasi muda sebagai pemimpin.",kemajuan,y,maju,ke-root-an,met,
195,202,ind_news_2024_1M,290877,Ia mengatakan pemerintah daerah juga meminta segenap elemen terkait mengedukasi warga untuk menolak praktik politik uang sebagai upaya mendidik masyarakat agar mau memilih pemimpin terbaik demi,kemajuan,daerah ke depan.,Ia mengatakan pemerintah daerah juga meminta segenap elemen terkait mengedukasi warga untuk menolak praktik politik uang sebagai upaya mendidik masyarakat agar mau memilih pemimpin terbaik demi <m>kemajuan</m> daerah ke depan.,kemajuan,y,maju,ke-root-an,met,
176,183,ind_news_2024_1M,291755,Ia mengingatkan para pegawai ASN penerima beasiswa LPDP yang ditugaskan belajar oleh instansi haruslah kembali pulang ke Indonesia untuk mengabdi dan memberikan ilmunya untuk,kemajuan,dan perbaikan Indonesia melalui instansi masing-masing.,Ia mengingatkan para pegawai ASN penerima beasiswa LPDP yang ditugaskan belajar oleh instansi haruslah kembali pulang ke Indonesia untuk mengabdi dan memberikan ilmunya untuk <m>kemajuan</m> dan perbaikan Indonesia melalui instansi masing-masing.,kemajuan,y,maju,ke-root-an,met,
68,75,ind_news_2024_1M,292530,"Ia menilai, warga Meral yakin Ansar merupakan pemimpin tepat untuk",kemajuan,Kepri pada umumnya dan Karimun pada khususnya.,"Ia menilai, warga Meral yakin Ansar merupakan pemimpin tepat untuk <m>kemajuan</m> Kepri pada umumnya dan Karimun pada khususnya.",kemajuan,y,maju,ke-root-an,met,
112,119,ind_news_2024_1M,292818,"Ia menjelaskan bahwa silaturahmi berarti menyambung rasa cinta dan kasih sayang, yang menjadi dasar utama bagi",kemajuan,bangsa dan daerah.,"Ia menjelaskan bahwa silaturahmi berarti menyambung rasa cinta dan kasih sayang, yang menjadi dasar utama bagi <m>kemajuan</m> bangsa dan daerah.",kemajuan,y,maju,ke-root-an,met,
91,98,ind_news_2024_1M,293410,Ia menuturkan bahwa warga Desa Wewo tidak pernah menolak upaya pemerintah dalam mendorong,kemajuan,dan kesejahteraan daerah.,Ia menuturkan bahwa warga Desa Wewo tidak pernah menolak upaya pemerintah dalam mendorong <m>kemajuan</m> dan kesejahteraan daerah.,kemajuan,y,maju,ke-root-an,met,
125,132,ind_news_2024_1M,293681,Ia menyampaikan rencana untuk menjadikan Yarmouk University sebagai universitas internasional terkemuka yang terus mencatat,kemajuan,"signifikan dalam peringkat global, mengikuti jejak Universitas Yordania.","Ia menyampaikan rencana untuk menjadikan Yarmouk University sebagai universitas internasional terkemuka yang terus mencatat <m>kemajuan</m> signifikan dalam peringkat global, mengikuti jejak Universitas Yordania.",kemajuan,y,maju,ke-root-an,met,
41,48,ind_news_2024_1M,293796,Ia menyatakan bahwa perusahaan meyakini,kemajuan,konstruksi fisik smelter dan PMR berjalan dengan baik untuk mencapai target penyelesaian konstruksi di akhir Mei 2024 dan memulai proses komisioning di Juni 2024.,Ia menyatakan bahwa perusahaan meyakini <m>kemajuan</m> konstruksi fisik smelter dan PMR berjalan dengan baik untuk mencapai target penyelesaian konstruksi di akhir Mei 2024 dan memulai proses komisioning di Juni 2024.,kemajuan,y,maju,ke-root-an,met,
87,94,ind_news_2024_1M,294347,"Ia menyebutkan, Tagore merupakan tokoh asli Gayo, yang sudah berkontribusi besar bagi",kemajuan,Bener Meriah.,"Ia menyebutkan, Tagore merupakan tokoh asli Gayo, yang sudah berkontribusi besar bagi <m>kemajuan</m> Bener Meriah.",kemajuan,y,maju,ke-root-an,met,
14,21,ind_news_2024_1M,294776,Ia menyoroti,kemajuan,tes genetik dalam praktik kebidanan modern sembari mengingatkan tentang dilema etis yang menyertainya.,Ia menyoroti <m>kemajuan</m> tes genetik dalam praktik kebidanan modern sembari mengingatkan tentang dilema etis yang menyertainya.,kemajuan,y,maju,ke-root-an,met,
42,49,ind_news_2024_1M,294871,Ia merasa pindah ke Liverpool bakal jadi,kemajuan,pesat bagi karirnya.,Ia merasa pindah ke Liverpool bakal jadi <m>kemajuan</m> pesat bagi karirnya.,kemajuan,y,maju,ke-root-an,met,
61,68,ind_news_2024_1M,295637,Ia pun ingin terus memberi kontribusi bagi perkembangan dan,kemajuan,musisi lainnya di Tanah Air.,Ia pun ingin terus memberi kontribusi bagi perkembangan dan <m>kemajuan</m> musisi lainnya di Tanah Air.,kemajuan,y,maju,ke-root-an,met,
57,64,ind_news_2024_1M,295867,Ia pun mencontohkan meritokrasi di Singapura yang kunci,kemajuan,negara tersebut.,Ia pun mencontohkan meritokrasi di Singapura yang kunci <m>kemajuan</m> negara tersebut.,kemajuan,y,maju,ke-root-an,met,
25,32,ind_news_2024_1M,295946,Ia pun mengakui seiring,kemajuan,"zaman, adaptasi dengan menjual produk secara online juga dilakukan.","Ia pun mengakui seiring <m>kemajuan</m> zaman, adaptasi dengan menjual produk secara online juga dilakukan.",kemajuan,y,maju,ke-root-an,met,
126,133,ind_news_2024_1M,297153,"Ia terinspirasi dari tokoh-tokoh seperti Andrew Carnegie, Alfred Nobel, dan Ruth Lilly yang meninggalkan warisan besar untuk",kemajuan,seni dan literasi.,"Ia terinspirasi dari tokoh-tokoh seperti Andrew Carnegie, Alfred Nobel, dan Ruth Lilly yang meninggalkan warisan besar untuk <m>kemajuan</m> seni dan literasi.",kemajuan,y,maju,ke-root-an,met,
44,51,ind_news_2024_1M,297477,"Ia yakin, di tangan pasangan Amalia-Wakhid",kemajuan,itu bakal terwujud.,"Ia yakin, di tangan pasangan Amalia-Wakhid <m>kemajuan</m> itu bakal terwujud.",kemajuan,y,maju,ke-root-an,met,
127,134,ind_news_2024_1M,297490,Ia yakin kehadiran listrik sangat penting di suatu daerah karena mampu meningkatkan taraf hidup masyarakat dan berdampak pada,kemajuan,bangsa.,Ia yakin kehadiran listrik sangat penting di suatu daerah karena mampu meningkatkan taraf hidup masyarakat dan berdampak pada <m>kemajuan</m> bangsa.,kemajuan,y,maju,ke-root-an,met,
61,68,ind_news_2024_1M,298363,Ibu tersebut tengah dirujuk ke rumah sakit karena tidak ada,kemajuan,kontraksi.,Ibu tersebut tengah dirujuk ke rumah sakit karena tidak ada <m>kemajuan</m> kontraksi.,kemajuan,y,maju,ke-root-an,met,
160,167,ind_news_2024_1M,299727,"ID, BEIJING – Menteri Luar Negeri (Menlu) Chinamengatakan, pembahasan tentang kode etik atau Code of Conduct (CoC) di Laut China Selatan (LCS) telah mengalami",kemajuan,.,"ID, BEIJING – Menteri Luar Negeri (Menlu) Chinamengatakan, pembahasan tentang kode etik atau Code of Conduct (CoC) di Laut China Selatan (LCS) telah mengalami <m>kemajuan</m>.",kemajuan,y,maju,ke-root-an,met,
60,67,ind_news_2024_1M,299993,ID bersiap untuk melipatgandakan gajinya di seiring dengan,kemajuan,pesatnya dalam sepak bola.,ID bersiap untuk melipatgandakan gajinya di seiring dengan <m>kemajuan</m> pesatnya dalam sepak bola.,kemajuan,y,maju,ke-root-an,met,
75,82,ind_news_2024_1M,300251,"ID- Dengan menerapkan global, maka kita bisa mengurangi dampak buruk dari",kemajuan,teknologi.,"ID- Dengan menerapkan global, maka kita bisa mengurangi dampak buruk dari <m>kemajuan</m> teknologi.",kemajuan,y,maju,ke-root-an,met,
15,22,ind_news_2024_1M,304578,IDM mengalami,kemajuan,"pesat, IDM Provinsi Riau naik menjadi peringkat 7 nasional pada tahun 2023 dari peringkat 17 tahun 2022.","IDM mengalami <m>kemajuan</m> pesat, IDM Provinsi Riau naik menjadi peringkat 7 nasional pada tahun 2023 dari peringkat 17 tahun 2022.",kemajuan,y,maju,ke-root-an,met,
32,39,ind_news_2024_1M,304919,ID -- Pelapor khusus PBB untuk,kemajuan,"dan perlindungan hak asasi manusia, Ben Saul, pada hari Rabu menyatakan bahwa serangan berulang Israel terhadap institusi keuangan di Lebanon melalui hukum humaniter internasional.","ID -- Pelapor khusus PBB untuk <m>kemajuan</m> dan perlindungan hak asasi manusia, Ben Saul, pada hari Rabu menyatakan bahwa serangan berulang Israel terhadap institusi keuangan di Lebanon melalui hukum humaniter internasional.",kemajuan,y,maju,ke-root-an,met,
110,117,ind_news_2024_1M,305548,"ID - Sekretaris Daerah (Sekda) Majalengka, Eman Suherman dinilai memberikan kontribusi besar dalam mendorong",kemajuan,ekonomi Majalengka.,"ID - Sekretaris Daerah (Sekda) Majalengka, Eman Suherman dinilai memberikan kontribusi besar dalam mendorong <m>kemajuan</m> ekonomi Majalengka.",kemajuan,y,maju,ke-root-an,met,
105,112,ind_news_2024_1M,305554,"ID - Sekretaris Daerah (Sekda) Majalengka, Eman Suherman merupakan calon bupati (cabup) potensial untuk",kemajuan,wilayah Majalengka.,"ID - Sekretaris Daerah (Sekda) Majalengka, Eman Suherman merupakan calon bupati (cabup) potensial untuk <m>kemajuan</m> wilayah Majalengka.",kemajuan,y,maju,ke-root-an,met,
60,67,ind_news_2024_1M,306269,"ID, Tulangbawang - Kapolres Tulangbawang, menilai pesatnya",kemajuan,"teknologi informasi saat ini, harus dapat dimanfaatkan secara bijaksana.","ID, Tulangbawang - Kapolres Tulangbawang, menilai pesatnya <m>kemajuan</m> teknologi informasi saat ini, harus dapat dimanfaatkan secara bijaksana.",kemajuan,y,maju,ke-root-an,met,
97,104,ind_news_2024_1M,306538,"""iForte sangat mendukung penyelenggaraan acara ini, karena Sportel ini sangat berorientasi pada",kemajuan,industry media dan olahraga pada khususnya.,"""iForte sangat mendukung penyelenggaraan acara ini, karena Sportel ini sangat berorientasi pada <m>kemajuan</m> industry media dan olahraga pada khususnya.",kemajuan,y,maju,ke-root-an,met,
44,51,ind_news_2024_1M,309450,Imbasnya semakin banyak mendorong hadirnya,kemajuan,besar bagi Jatim.,Imbasnya semakin banyak mendorong hadirnya <m>kemajuan</m> besar bagi Jatim.,kemajuan,y,maju,ke-root-an,met,
91,98,ind_news_2024_1M,309935,InaRI Expo juga menjadi pengingat akan pentingnya peran riset dan inovasi dalam mendorong,kemajuan,"negara kita,” jelas dia.","InaRI Expo juga menjadi pengingat akan pentingnya peran riset dan inovasi dalam mendorong <m>kemajuan</m> negara kita,” jelas dia.",kemajuan,y,maju,ke-root-an,met,
147,154,ind_news_2024_1M,310132,Indeks tersebut menyatakan bahwa Eropa tetap menjadi kawasan yang paling transparan dan pasar properti komersial yang sangat transparan mengalami,kemajuan,terkuat.,Indeks tersebut menyatakan bahwa Eropa tetap menjadi kawasan yang paling transparan dan pasar properti komersial yang sangat transparan mengalami <m>kemajuan</m> terkuat.,kemajuan,y,maju,ke-root-an,met,
198,205,ind_news_2024_1M,310630,"Indonesia butuh pemimpin berintegritas dan profesional untuk mengatasi berbagai permasalahan seperti korupsi, ketidakadilan, kemiskinan, dan profesional dalam ikut membangun dan berkontribusi demi",kemajuan,"bangsa,"" pungkas Mahendra.","Indonesia butuh pemimpin berintegritas dan profesional untuk mengatasi berbagai permasalahan seperti korupsi, ketidakadilan, kemiskinan, dan profesional dalam ikut membangun dan berkontribusi demi <m>kemajuan</m> bangsa,"" pungkas Mahendra.",kemajuan,y,maju,ke-root-an,met,
19,26,ind_news_2024_1M,311161,Indonesia membuat,kemajuan,"yang stabil menuju Tujuan Pembangunan Berkelanjutan (SDGs), dengan 62 persen dari indikatornya dan dalam jejak yang benar, menurut data pemerintah.","Indonesia membuat <m>kemajuan</m> yang stabil menuju Tujuan Pembangunan Berkelanjutan (SDGs), dengan 62 persen dari indikatornya dan dalam jejak yang benar, menurut data pemerintah.",kemajuan,y,maju,ke-root-an,met,
138,145,ind_news_2024_1M,311658,Indonesia sebagai negara yang tergolong besar dalam populasi SDM memiliki sejumlah pekerjaan rumah dan potensi yang perlu didukung untuk,kemajuan,negara dan sektor terkait di dalam termasuk sektor usaha dan industri.,Indonesia sebagai negara yang tergolong besar dalam populasi SDM memiliki sejumlah pekerjaan rumah dan potensi yang perlu didukung untuk <m>kemajuan</m> negara dan sektor terkait di dalam termasuk sektor usaha dan industri.,kemajuan,y,maju,ke-root-an,met,
61,68,ind_news_2024_1M,311749,"“Indonesia siap mendukung Agenda Afrika 2063, sesuai dengan",kemajuan,Indonesia yang diproyeksi menjadi negara ekonomi ke-4 terbesar di dunia tahun 2050.,"“Indonesia siap mendukung Agenda Afrika 2063, sesuai dengan <m>kemajuan</m> Indonesia yang diproyeksi menjadi negara ekonomi ke-4 terbesar di dunia tahun 2050.",kemajuan,y,maju,ke-root-an,met,
119,126,ind_news_2024_1M,311809,Indonesia telah membentuk platform Mekanisme Transisi Energi atau Energy Transition Mechanism (ETM) untuk mempercepat,kemajuan,"transisi, dengan ADB memainkan peran penting dalam hal ini.","Indonesia telah membentuk platform Mekanisme Transisi Energi atau Energy Transition Mechanism (ETM) untuk mempercepat <m>kemajuan</m> transisi, dengan ADB memainkan peran penting dalam hal ini.",kemajuan,y,maju,ke-root-an,met,
30,37,ind_news_2024_1M,311826,"""Indonesia telah menunjukkan",kemajuan,"signifikan dalam beberapa aspek, terutama dalam hal PDB, kebebasan ekonomi, dan kemajuan sosial melalui Social Progress Index,"" katanya.","""Indonesia telah menunjukkan <m>kemajuan</m> signifikan dalam beberapa aspek, terutama dalam hal PDB, kebebasan ekonomi, dan kemajuan sosial melalui Social Progress Index,"" katanya.",kemajuan,y,maju,ke-root-an,met,
119,126,ind_news_2024_1M,311826,"""Indonesia telah menunjukkan kemajuan signifikan dalam beberapa aspek, terutama dalam hal PDB, kebebasan ekonomi, dan",kemajuan,"sosial melalui Social Progress Index,"" katanya.","""Indonesia telah menunjukkan kemajuan signifikan dalam beberapa aspek, terutama dalam hal PDB, kebebasan ekonomi, dan <m>kemajuan</m> sosial melalui Social Progress Index,"" katanya.",kemajuan,y,maju,ke-root-an,met,
38,45,ind_news_2024_1M,311828,Indonesia telah menunjukkan lompatan,kemajuan,yang signifikan melalui kebijakan dan budaya kewirausahaan; pengembangan klaster; dan kolaborasi riset dan inovasi perguruan tinggi dengan industri.,Indonesia telah menunjukkan lompatan <m>kemajuan</m> yang signifikan melalui kebijakan dan budaya kewirausahaan; pengembangan klaster; dan kolaborasi riset dan inovasi perguruan tinggi dengan industri.,kemajuan,y,maju,ke-root-an,met,
62,69,ind_news_2024_1M,311892,“Indonesia tidak boleh tertinggal “not to be left out” dalam,kemajuan,"dan kesejahteraan,” ujar Ibas.","“Indonesia tidak boleh tertinggal “not to be left out” dalam <m>kemajuan</m> dan kesejahteraan,” ujar Ibas.",kemajuan,y,maju,ke-root-an,met,
87,94,ind_news_2024_1M,312267,Industrial Vocational Fair tersebut dimeriahkan oleh berbagai kegiatan yang mendukung,kemajuan,dunia vokasi industri.,Industrial Vocational Fair tersebut dimeriahkan oleh berbagai kegiatan yang mendukung <m>kemajuan</m> dunia vokasi industri.,kemajuan,y,maju,ke-root-an,met,
82,89,ind_news_2024_1M,312377,Industri Petrokimia sendiri memiliki potensi dan kekuatan pasar yang besar dalam,kemajuan,perekonomian Indonesia.,Industri Petrokimia sendiri memiliki potensi dan kekuatan pasar yang besar dalam <m>kemajuan</m> perekonomian Indonesia.,kemajuan,y,maju,ke-root-an,met,
23,30,ind_news_2024_1M,312413,Infantino bicara soal,kemajuan,luar biasa sepakbola Indonesia.,Infantino bicara soal <m>kemajuan</m> luar biasa sepakbola Indonesia.,kemajuan,y,maju,ke-root-an,met,
33,40,ind_news_2024_1M,313552,“Infrastruktur memegang penting,kemajuan,"ekonomi, tak ada ekonomi maju di suatu daerah tanpa infrastruktur memadai, jadi hal utama untuk ekonomi mau maju harus dibangun dulu infrastrukturnya,” tegas Koster.","“Infrastruktur memegang penting <m>kemajuan</m> ekonomi, tak ada ekonomi maju di suatu daerah tanpa infrastruktur memadai, jadi hal utama untuk ekonomi mau maju harus dibangun dulu infrastrukturnya,” tegas Koster.",kemajuan,y,maju,ke-root-an,met,
9,16,ind_news_2024_1M,313995,Ini ada,kemajuan,"terhadap apa yang sudah dilakukan dengan pihak terkait untuk mengamankan atau memantau kawasan itu,"" katanya.","Ini ada <m>kemajuan</m> terhadap apa yang sudah dilakukan dengan pihak terkait untuk mengamankan atau memantau kawasan itu,"" katanya.",kemajuan,y,maju,ke-root-an,met,
49,56,ind_news_2024_1M,314143,Ini adalah bukti bahwa otomotif masih mendorong,kemajuan,","" kata CEO Renault Group dan juga CEO Ampere Luca de Meo dalam keterangannya, Sabtu (2/11).","Ini adalah bukti bahwa otomotif masih mendorong <m>kemajuan</m>,"" kata CEO Renault Group dan juga CEO Ampere Luca de Meo dalam keterangannya, Sabtu (2/11).",kemajuan,y,maju,ke-root-an,met,
45,52,ind_news_2024_1M,314536,“Ini adalah komitmen yang harus dijaga demi,kemajuan,"dan pembangunan daerah kita,” lanjutnya.","“Ini adalah komitmen yang harus dijaga demi <m>kemajuan</m> dan pembangunan daerah kita,” lanjutnya.",kemajuan,y,maju,ke-root-an,met,
34,41,ind_news_2024_1M,314551,Ini adalah kontribusi besar bagi,kemajuan,"Indonesia,"" lanjut Umar.","Ini adalah kontribusi besar bagi <m>kemajuan</m> Indonesia,"" lanjut Umar.",kemajuan,y,maju,ke-root-an,met,
108,115,ind_news_2024_1M,315099,"""Ini adalah tahap awal, langkah besar yang diambil Golkar dan inilah awal perjuangan dan modal besar untuk",kemajuan,"Kabupaten Bogor,"" Ketua DPD PG Kabupaten Bogor, Wawan Hikal Kurdi saat Penandatanganan MoU Koalisi, Kamis (9/5/2024).","""Ini adalah tahap awal, langkah besar yang diambil Golkar dan inilah awal perjuangan dan modal besar untuk <m>kemajuan</m> Kabupaten Bogor,"" Ketua DPD PG Kabupaten Bogor, Wawan Hikal Kurdi saat Penandatanganan MoU Koalisi, Kamis (9/5/2024).",kemajuan,y,maju,ke-root-an,met,
87,94,ind_news_2024_1M,315216,Ini adalah wujud menyamakan persepsi dalam menatap kedepan seperti apa terkait dengan,kemajuan,"Kabupaten Lampung Timur,” ujar Ela.","Ini adalah wujud menyamakan persepsi dalam menatap kedepan seperti apa terkait dengan <m>kemajuan</m> Kabupaten Lampung Timur,” ujar Ela.",kemajuan,y,maju,ke-root-an,met,
104,111,ind_news_2024_1M,316013,"Ini berarti, petunjuk Alquran, bila dihayati dan diaplikasikan dengan benar, akan memberi kekuatan dan",kemajuan,bagi manusia.,"Ini berarti, petunjuk Alquran, bila dihayati dan diaplikasikan dengan benar, akan memberi kekuatan dan <m>kemajuan</m> bagi manusia.",kemajuan,y,maju,ke-root-an,met,
62,69,ind_news_2024_1M,316522,"Ini bukan sekadar penerbangan, tetapi sebuah jembatan menuju",kemajuan,dan kesejahteraan yang lebih baik bagi seluruh rakyat Indonesia.,"Ini bukan sekadar penerbangan, tetapi sebuah jembatan menuju <m>kemajuan</m> dan kesejahteraan yang lebih baik bagi seluruh rakyat Indonesia.",kemajuan,y,maju,ke-root-an,met,
10,17,ind_news_2024_1M,317470,Ini jadi,kemajuan,"yang pesat bagi sang bek, sehingga ia sudah selangkah lebih dekat untuk comeback.","Ini jadi <m>kemajuan</m> yang pesat bagi sang bek, sehingga ia sudah selangkah lebih dekat untuk comeback.",kemajuan,y,maju,ke-root-an,met,
42,49,ind_news_2024_1M,317773,Ini juga menjadi momen refleksi terhadap,kemajuan,"dan pengembangan artileri di Indonesia, serta penghargaan terhadap dedikasi para prajurit yang telah mengabdi dengan menggunakan senjata-senjata berat tersebut.","Ini juga menjadi momen refleksi terhadap <m>kemajuan</m> dan pengembangan artileri di Indonesia, serta penghargaan terhadap dedikasi para prajurit yang telah mengabdi dengan menggunakan senjata-senjata berat tersebut.",kemajuan,y,maju,ke-root-an,met,
51,58,ind_news_2024_1M,318517,Ini konsistensi yang saya lakukan untuk mendukung,kemajuan,UMKM.,Ini konsistensi yang saya lakukan untuk mendukung <m>kemajuan</m> UMKM.,kemajuan,y,maju,ke-root-an,met,
9,16,ind_news_2024_1M,318969,"""Inilah",kemajuan,"teknologi, inilah tantangan kita semua.","""Inilah <m>kemajuan</m> teknologi, inilah tantangan kita semua.",kemajuan,y,maju,ke-root-an,met,
119,126,ind_news_2024_1M,320791,Ini menjadi peran vital NU selaku organisasi Islam yang memiliki sejarah panjang dalam memperjuangkan kemandirian dan,kemajuan,"umat, dan menjaga nilai-nilai Islam yang moderat, toleran dan rahmatan lil 'alamin.","Ini menjadi peran vital NU selaku organisasi Islam yang memiliki sejarah panjang dalam memperjuangkan kemandirian dan <m>kemajuan</m> umat, dan menjaga nilai-nilai Islam yang moderat, toleran dan rahmatan lil 'alamin.",kemajuan,y,maju,ke-root-an,met,
70,77,ind_news_2024_1M,320853,"“Ini menjadi salah satu solusi terbaik internet nasional, juga untuk",kemajuan,Batam khususnya.,"“Ini menjadi salah satu solusi terbaik internet nasional, juga untuk <m>kemajuan</m> Batam khususnya.",kemajuan,y,maju,ke-root-an,met,
162,169,ind_news_2024_1M,320936,"Ini menjadi waktu yang tepat bagi kita untuk mengapresiasi kontribusi luar biasa para ilmuwan, peneliti, dan tenaga pendidikan yang tak kenal lelah bekerja demi",kemajuan,masyarakat.,"Ini menjadi waktu yang tepat bagi kita untuk mengapresiasi kontribusi luar biasa para ilmuwan, peneliti, dan tenaga pendidikan yang tak kenal lelah bekerja demi <m>kemajuan</m> masyarakat.",kemajuan,y,maju,ke-root-an,met,
169,176,ind_news_2024_1M,321040,"Ini menunjukkan komitmen tinggi terhadap pendidikan dan pengembangan ulama-ulama yang kuat dalam ilmu dirasah islamiyah, menguasai kehidupan, dan menjadi penerang bagi",kemajuan,zaman.,"Ini menunjukkan komitmen tinggi terhadap pendidikan dan pengembangan ulama-ulama yang kuat dalam ilmu dirasah islamiyah, menguasai kehidupan, dan menjadi penerang bagi <m>kemajuan</m> zaman.",kemajuan,y,maju,ke-root-an,met,
116,123,ind_news_2024_1M,321463,"Ini merupakan lanjutan dari pencapaiansignifikan di sepanjang 2024 untuk produk BRI Gamasteps, yang juga mendukung",kemajuan,kegiatan Tri Dharma Perguruan Tinggi.,"Ini merupakan lanjutan dari pencapaiansignifikan di sepanjang 2024 untuk produk BRI Gamasteps, yang juga mendukung <m>kemajuan</m> kegiatan Tri Dharma Perguruan Tinggi.",kemajuan,y,maju,ke-root-an,met,
44,51,ind_news_2024_1M,321669,Ini merupakan sebuah tonggak sejarah untuk,kemajuan,"sepakbola, khususnya Putri di Sumut,” terangnya.","Ini merupakan sebuah tonggak sejarah untuk <m>kemajuan</m> sepakbola, khususnya Putri di Sumut,” terangnya.",kemajuan,y,maju,ke-root-an,met,
56,63,ind_news_2024_1M,321839,Ini mungkin bukan hari yang ideal untuk membuat banyak,kemajuan,dalam pekerjaan.,Ini mungkin bukan hari yang ideal untuk membuat banyak <m>kemajuan</m> dalam pekerjaan.,kemajuan,y,maju,ke-root-an,met,
